,brand,city,id,latitude,longitude,zip code
391,Starbucks,St. Louis Park,14567,44.948178999999996,-93.332989,55416
392,Starbucks,St. Louis Park,13664,44.933702000000004,-93.339989,55416
393,Starbucks,Edina,16048,44.912007,-93.330485,55410
394,Starbucks,Edina,13423,44.911414,-93.353025,55436
395,Starbucks,Golden Valley,13583,44.984187,-93.37910500000001,55427
396,Starbucks,Minnetonka,18367,44.969631,-93.447322,55305
397,Starbucks,Wayzata,1023217,44.970838,-93.495788,55391
398,Starbucks,Minnetonka,1021916,44.967276,-93.441889,55305
399,Starbucks,Wayzata,13618,44.96868,-93.509757,55391
400,Starbucks,Hopkins,9584,44.933338,-93.418828,55305
401,Starbucks,St Louis Park,10144,44.936386,-93.392448,55426
402,Starbucks,Saint Louis Park,1017723,44.937515999999995,-93.346419,55416
403,Starbucks,Minnetonka,11380,44.916387,-93.50484499999999,55345
404,Starbucks,Edina,1006191,44.911165000000004,-93.355276,55436
405,Starbucks,Shorewood,1018182,44.910654,-93.524201,55331
406,Starbucks,Excelsior,1012626,44.900593,-93.568967,55331
407,Starbucks,Waconia,1020153,44.839109,-93.79734499999999,55387
408,Starbucks,Waconia,10717,44.849803,-93.77374499999999,55387
409,Starbucks,Hutchinson,1009297,44.868066999999996,-94.378359,NaN
